incident_id,timestamp,cpu_usage,memory_usage,response_time,error_count,network_latency,error_message,category,severity,resolution
INC00446,2026-07-11 16:59:06.897433,53.21,62.2,257.97,0,75.15,Users reporting slow page load times on the dashboard,Application,Low,Optimized a slow database query powering the dashboard widgets.
INC00772,2026-07-11 17:32:24.929723,38.49,34.04,341.39,1,51.09,Application session handling causing users to be logged out randomly,Application,Medium,Fixed a session token expiry bug introduced in the last release.
INC00674,2026-07-12 00:06:54.923811,59.53,42.74,312.44,2,57.62,Application session handling causing users to be logged out randomly,Application,Medium,Fixed a session token expiry bug introduced in the last release.
INC00467,2026-07-12 03:52:35.900807,37.06,42.28,293.75,2,92.81,Authentication API rate limit exceeded during peak traffic,API,Low,Raised rate limit thresholds and enabled request queueing.
INC00476,2026-07-12 07:10:23.902138,69.48,54.4,157.18,0,40.21,"Server memory usage steadily increasing, suspected memory leak",Server,Medium,Deployed patched build fixing a memory leak in the caching layer.
INC00695,2026-07-12 07:15:51.925170,39.09,42.19,403.66,1,60.66,API gateway returning 502 Bad Gateway errors intermittently,API,Low,Increased upstream timeout settings and restarted the gateway pods.
INC00746,2026-07-12 09:56:45.928240,60.83,62.97,324.88,0,5.0,Server CPU usage sustained above 95 percent for 20 minutes,Server,Low,Identified a runaway background process and restarted the service.
INC00737,2026-07-12 10:16:09.927735,28.8,44.06,312.51,3,67.06,Application error rate spiked after feature flag rollout,Application,Medium,Rolled back the feature flag pending further testing.
INC00702,2026-07-12 12:14:52.925558,26.28,46.23,395.73,3,64.33,Third-party payment API returning inconsistent responses,API,Low,Added circuit breaker and fallback logic for the third-party integration.
INC00098,2026-07-12 15:01:04.854278,25.78,36.53,324.29,4,92.63,REST API response time degraded after latest deployment,API,Low,Rolled back the deployment that introduced an inefficient serialization step.
INC00230,2026-07-12 17:17:48.867404,45.16,32.04,449.2,4,18.06,High replication lag on read-replica database,Database,Low,Throttled write traffic temporarily and resized the replica instance.
INC00276,2026-07-12 17:48:11.877713,84.33,83.32,2519.95,12,432.6,Server CPU usage sustained above 95 percent for 20 minutes,Server,Medium,Identified a runaway background process and restarted the service.
INC00438,2026-07-12 19:55:14.896811,93.77,75.03,1966.67,15,338.86,Application session handling causing users to be logged out randomly,Application,Critical,Fixed a session token expiry bug introduced in the last release.
INC00217,2026-07-12 21:22:46.864958,51.51,54.51,227.49,4,42.64,"Web server unresponsive, health checks failing",Server,Medium,Restarted the web server process and increased worker thread count.
INC00115,2026-07-12 22:18:53.855795,45.18,59.76,572.88,1,51.59,Deadlock detected on inventory table during batch update,Database,Medium,Rewrote the batch update to process smaller chunks to avoid lock contention.
INC00239,2026-07-12 23:29:54.869736,36.05,24.66,207.9,1,150.0,High network latency between data center regions,Network,Low,Rerouted traffic through backup link while ISP resolved a fiber cut.
INC00244,2026-07-13 04:26:58.870996,67.48,51.27,269.53,0,77.9,Server CPU usage sustained above 95 percent for 20 minutes,Server,Medium,Identified a runaway background process and restarted the service.
INC00647,2026-07-13 05:39:19.919257,30.82,17.74,175.04,3,150.0,VPN tunnel dropped intermittently for remote office,Network,Low,Updated VPN gateway firmware and adjusted MTU settings.
INC00738,2026-07-13 05:49:15.927791,26.49,62.85,268.53,3,150.0,Packet loss detected between application server and load balancer,Network,Low,Replaced a faulty network interface card on the affected host.
INC00321,2026-07-13 07:11:03.884220,38.17,61.75,254.78,0,45.35,Scheduled report generation job failing silently,Application,Low,Added proper error logging and fixed a timezone conversion bug.
INC00686,2026-07-13 09:09:21.924660,50.64,50.53,396.92,2,77.03,Application error rate spiked after feature flag rollout,Application,Medium,Rolled back the feature flag pending further testing.
INC00449,2026-07-13 09:47:43.897664,41.06,53.84,438.35,0,87.34,Scheduled report generation job failing silently,Application,Low,Added proper error logging and fixed a timezone conversion bug.
INC00363,2026-07-13 18:19:31.890286,35.17,44.47,512.86,3,69.63,API endpoint returning 500 errors for bulk upload requests,API,Low,Fixed a null pointer bug in the bulk upload validation logic.
INC00526,2026-07-13 18:29:26.906755,36.39,57.03,598.85,1,25.41,Deadlock detected on inventory table during batch update,Database,Low,Rewrote the batch update to process smaller chunks to avoid lock contention.
INC00606,2026-07-13 20:44:18.914272,31.11,39.9,281.45,0,150.0,Network latency spike affecting checkout service,Network,Low,Identified congested switch port and load balanced traffic across two links.
INC00641,2026-07-13 21:16:41.918815,87.48,90.98,2111.14,25,154.77,"Web server unresponsive, health checks failing",Server,Critical,Restarted the web server process and increased worker thread count.
INC00322,2026-07-13 21:35:13.884341,45.47,59.23,363.73,1,29.95,Server CPU usage sustained above 95 percent for 20 minutes,Server,Low,Identified a runaway background process and restarted the service.
INC00605,2026-07-14 01:41:03.914187,47.0,33.37,221.2,3,150.0,Network latency spike affecting checkout service,Network,High,Identified congested switch port and load balanced traffic across two links.
INC00223,2026-07-14 02:26:37.865675,78.47,83.52,2435.03,20,535.04,Firewall blocking legitimate traffic to API gateway,Network,Medium,Corrected an overly restrictive firewall rule introduced in last deployment.
INC00624,2026-07-14 03:20:36.916845,42.51,41.06,347.09,3,108.11,API gateway returning 502 Bad Gateway errors intermittently,API,Medium,Increased upstream timeout settings and restarted the gateway pods.
INC00078,2026-07-14 03:53:48.852406,36.5,41.42,381.33,2,150.0,Network latency spike affecting checkout service,Network,Low,Identified congested switch port and load balanced traffic across two links.
INC00133,2026-07-14 13:49:49.857428,34.26,37.53,397.71,1,60.74,REST API response time degraded after latest deployment,API,Low,Rolled back the deployment that introduced an inefficient serialization step.
INC00893,2026-07-14 15:55:34.938863,92.51,96.45,3021.55,27,192.0,High replication lag on read-replica database,Database,Critical,Throttled write traffic temporarily and resized the replica instance.
INC00179,2026-07-14 16:20:36.861501,43.2,43.07,324.67,3,150.0,DNS resolution failures for internal service discovery,Network,Low,Restarted internal DNS resolver and cleared stale cache entries.
INC00767,2026-07-14 17:57:01.929431,78.38,78.3,2518.04,7,422.99,Network latency spike affecting checkout service,Network,Low,Identified congested switch port and load balanced traffic across two links.
INC00465,2026-07-15 03:32:30.899479,39.4,45.79,282.04,3,150.0,Network latency spike affecting checkout service,Network,Low,Identified congested switch port and load balanced traffic across two links.
INC00774,2026-07-15 04:21:56.929835,77.17,85.74,3426.81,19,349.61,Deadlock detected on inventory table during batch update,Database,Low,Rewrote the batch update to process smaller chunks to avoid lock contention.
INC00927,2026-07-15 05:29:46.940817,39.55,52.61,277.05,2,21.42,Disk space on application server reached critical threshold,Server,Low,Cleared old log files and expanded the disk volume.
INC00091,2026-07-15 06:46:28.853629,39.37,52.55,331.0,3,64.39,Search API timing out for large result sets,API,Medium,Added pagination and result caching to reduce query load.
INC00792,2026-07-15 09:39:45.931038,38.89,42.07,533.23,3,38.73,Deadlock detected on inventory table during batch update,Database,Low,Rewrote the batch update to process smaller chunks to avoid lock contention.
INC00333,2026-07-15 12:09:38.886900,58.17,41.82,401.47,1,60.94,High replication lag on read-replica database,Database,Low,Throttled write traffic temporarily and resized the replica instance.
INC00789,2026-07-15 13:23:57.930849,58.79,70.3,208.21,0,26.76,Disk space on application server reached critical threshold,Server,High,Cleared old log files and expanded the disk volume.
INC00053,2026-07-15 13:26:31.848368,72.58,81.58,800.0,9,494.74,Packet loss detected between application server and load balancer,Network,High,Replaced a faulty network interface card on the affected host.
INC00116,2026-07-15 14:14:43.855882,17.89,50.36,353.96,0,77.88,Application error rate spiked after feature flag rollout,Application,Low,Rolled back the feature flag pending further testing.
INC00485,2026-07-15 18:48:21.902968,50.47,59.7,283.94,1,24.38,Application error rate spiked after feature flag rollout,Application,Medium,Rolled back the feature flag pending further testing.
INC00511,2026-07-15 20:18:51.905280,19.14,19.2,380.97,2,150.0,Network latency spike affecting checkout service,Network,Low,Identified congested switch port and load balanced traffic across two links.
INC00669,2026-07-16 05:39:17.923432,52.06,40.57,478.15,3,15.71,Deadlock detected on inventory table during batch update,Database,Medium,Rewrote the batch update to process smaller chunks to avoid lock contention.
INC00010,2026-07-16 06:16:25.845030,32.8,38.39,474.0,2,39.74,Search API timing out for large result sets,API,Low,Added pagination and result caching to reduce query load.
INC00084,2026-07-16 06:55:44.853000,32.52,58.51,408.1,4,76.35,API endpoint returning 500 errors for bulk upload requests,API,Low,Fixed a null pointer bug in the bulk upload validation logic.
INC00830,2026-07-16 10:18:28.934781,18.69,46.88,543.36,1,39.87,Deadlock detected on inventory table during batch update,Database,Medium,Rewrote the batch update to process smaller chunks to avoid lock contention.
INC00272,2026-07-16 11:39:16.877023,14.09,37.54,427.43,0,78.67,API endpoint returning 500 errors for bulk upload requests,API,Critical,Fixed a null pointer bug in the bulk upload validation logic.
INC00610,2026-07-16 20:12:25.914638,24.5,54.59,526.46,2,58.94,High replication lag on read-replica database,Database,Low,Throttled write traffic temporarily and resized the replica instance.
INC00566,2026-07-16 20:29:04.910448,62.04,55.47,545.66,3,27.67,Payment API database connection timeout,Database,Low,Increased connection pool size and added retry logic with exponential backoff.
INC00143,2026-07-16 21:00:18.858335,42.11,47.03,261.86,2,54.25,Application error rate spiked after feature flag rollout,Application,Low,Rolled back the feature flag pending further testing.
INC00102,2026-07-16 23:44:09.854642,50.13,52.08,189.52,1,18.38,Server load average unusually high during off-peak hours,Server,Low,Found a misconfigured cron job running every minute instead of hourly.
INC00728,2026-07-16 23:49:10.927191,42.67,44.61,325.9,1,64.16,Users reporting slow page load times on the dashboard,Application,Low,Optimized a slow database query powering the dashboard widgets.
INC00330,2026-07-17 03:30:07.886387,44.28,46.13,369.0,3,106.79,Application error rate spiked after feature flag rollout,Application,Low,Rolled back the feature flag pending further testing.
INC00902,2026-07-17 06:38:55.939386,43.79,54.9,318.59,2,53.61,Application session handling causing users to be logged out randomly,Application,Medium,Fixed a session token expiry bug introduced in the last release.
INC00643,2026-07-17 11:48:27.918962,51.83,36.22,416.71,3,69.71,Scheduled report generation job failing silently,Application,Medium,Added proper error logging and fixed a timezone conversion bug.
INC00233,2026-07-17 16:22:17.868191,15.01,65.91,302.73,0,95.45,Authentication API rate limit exceeded during peak traffic,API,Low,Raised rate limit thresholds and enabled request queueing.
INC00058,2026-07-17 17:32:08.848756,15.48,36.48,291.18,1,150.0,Network latency spike affecting checkout service,Network,Medium,Identified congested switch port and load balanced traffic across two links.
INC00369,2026-07-17 18:07:17.890819,38.71,24.18,361.59,2,78.2,Authentication API rate limit exceeded during peak traffic,API,Low,Raised rate limit thresholds and enabled request queueing.
INC00238,2026-07-17 19:13:10.869599,49.41,38.18,284.28,2,35.63,Users reporting slow page load times on the dashboard,Application,Low,Optimized a slow database query powering the dashboard widgets.
INC00436,2026-07-17 21:55:36.896656,65.9,26.92,562.93,4,35.14,Checkout service unable to connect to database,Database,Low,Identified exhausted connection pool; scaled DB connections and restarted service.
INC00243,2026-07-18 02:36:25.870593,27.56,41.07,249.71,3,49.1,"Background job queue backed up, jobs not processing",Application,Medium,Restarted the worker service and scaled up the number of workers.
INC00685,2026-07-18 03:21:35.924603,48.93,57.23,279.81,2,5.0,Server CPU usage sustained above 95 percent for 20 minutes,Server,Low,Identified a runaway background process and restarted the service.
INC00034,2026-07-18 03:58:51.846881,39.13,46.22,382.78,1,150.0,VPN tunnel dropped intermittently for remote office,Network,High,Updated VPN gateway firmware and adjusted MTU settings.
INC00994,2026-07-18 09:22:40.945800,32.64,28.61,328.35,1,150.0,Network latency spike affecting checkout service,Network,High,Identified congested switch port and load balanced traffic across two links.
INC00510,2026-07-18 12:10:41.905193,59.33,44.22,210.47,2,76.77,Server CPU usage sustained above 95 percent for 20 minutes,Server,Medium,Identified a runaway background process and restarted the service.
INC00911,2026-07-18 13:40:33.939904,53.93,51.39,461.1,1,73.41,Search API timing out for large result sets,API,Low,Added pagination and result caching to reduce query load.
INC00782,2026-07-18 16:53:16.930282,36.78,61.25,201.52,2,40.26,Application error rate spiked after feature flag rollout,Application,Medium,Rolled back the feature flag pending further testing.
INC00364,2026-07-18 17:23:10.890379,74.37,68.44,1940.42,19,211.28,API endpoint returning 500 errors for bulk upload requests,API,High,Fixed a null pointer bug in the bulk upload validation logic.
INC00041,2026-07-18 19:34:46.847430,84.36,87.43,2841.53,28,172.23,API gateway returning 502 Bad Gateway errors intermittently,API,High,Increased upstream timeout settings and restarted the gateway pods.
INC00060,2026-07-18 21:42:02.848913,38.07,52.0,571.51,3,47.59,High replication lag on read-replica database,Database,Low,Throttled write traffic temporarily and resized the replica instance.
INC00859,2026-07-18 23:23:55.936548,60.09,53.7,146.12,1,59.13,Application server crashed with out of memory error,Server,Low,Increased server memory allocation and tuned garbage collection settings.
INC00523,2026-07-19 01:34:51.906442,61.52,46.62,235.9,1,46.98,"Server memory usage steadily increasing, suspected memory leak",Server,Low,Deployed patched build fixing a memory leak in the caching layer.
INC00753,2026-07-19 03:03:28.928643,58.22,57.89,193.09,2,39.52,Server load average unusually high during off-peak hours,Server,Low,Found a misconfigured cron job running every minute instead of hourly.
INC00186,2026-07-19 05:31:00.862117,29.77,37.41,576.4,4,33.68,High replication lag on read-replica database,Database,Low,Throttled write traffic temporarily and resized the replica instance.
INC00306,2026-07-19 05:31:35.881570,50.89,66.85,408.03,1,32.61,Application error rate spiked after feature flag rollout,Application,Low,Rolled back the feature flag pending further testing.
INC00302,2026-07-19 08:33:20.881148,40.47,49.96,600.0,2,64.55,Database connection timeout while executing query on orders table,Database,Low,Restarted the database connection pool and increased max connection timeout.
INC00575,2026-07-19 11:28:52.911282,74.9,85.21,956.49,12,516.89,High network latency between data center regions,Network,Medium,Rerouted traffic through backup link while ISP resolved a fiber cut.
INC00842,2026-07-19 11:40:00.935562,76.49,86.96,872.69,15,197.39,API endpoint returning 500 errors for bulk upload requests,API,Critical,Fixed a null pointer bug in the bulk upload validation logic.
INC00626,2026-07-19 11:46:56.917181,42.4,18.91,342.28,1,150.0,Packet loss detected between application server and load balancer,Network,Low,Replaced a faulty network interface card on the affected host.
INC00269,2026-07-19 14:04:52.876523,46.61,43.03,580.59,3,53.99,Deadlock detected on inventory table during batch update,Database,Medium,Rewrote the batch update to process smaller chunks to avoid lock contention.
INC00514,2026-07-19 18:12:33.905584,40.92,33.04,595.58,3,30.31,Database connection timeout while executing query on orders table,Database,Low,Restarted the database connection pool and increased max connection timeout.
INC00327,2026-07-19 18:50:44.885504,44.85,39.54,254.95,3,48.3,Users reporting slow page load times on the dashboard,Application,Low,Optimized a slow database query powering the dashboard widgets.
INC00208,2026-07-19 19:36:15.864072,94.09,76.42,1367.81,20,384.71,Application error rate spiked after feature flag rollout,Application,Low,Rolled back the feature flag pending further testing.
INC00219,2026-07-19 21:00:23.865198,54.28,57.63,300.93,1,49.65,"Server memory usage steadily increasing, suspected memory leak",Server,Low,Deployed patched build fixing a memory leak in the caching layer.
INC00258,2026-07-19 22:25:24.874439,21.69,19.64,285.56,0,150.0,Packet loss detected between application server and load balancer,Network,Low,Replaced a faulty network interface card on the affected host.
INC00031,2026-07-19 23:59:40.846604,42.5,51.46,252.4,2,60.86,"Background job queue backed up, jobs not processing",Application,Medium,Restarted the worker service and scaled up the number of workers.
INC00555,2026-07-20 02:39:04.909432,42.94,35.53,537.63,0,25.18,Payment API database connection timeout,Database,Low,Increased connection pool size and added retry logic with exponential backoff.
INC00570,2026-07-20 06:10:43.910818,44.03,52.11,191.39,0,24.22,Server load average unusually high during off-peak hours,Server,High,Found a misconfigured cron job running every minute instead of hourly.
INC00356,2026-07-20 06:51:02.889667,72.44,79.22,2581.48,15,180.76,Checkout service unable to connect to database,Database,Low,Identified exhausted connection pool; scaled DB connections and restarted service.
INC00023,2026-07-20 08:46:20.846010,20.81,47.73,304.22,5,51.15,Application throwing null reference exceptions on user login,Application,Low,Deployed hotfix correcting a null check in the login validation code.
INC00297,2026-07-20 14:37:19.880599,87.28,82.39,2963.48,16,302.47,Application throwing null reference exceptions on user login,Application,Medium,Deployed hotfix correcting a null check in the login validation code.
INC00742,2026-07-20 16:53:52.928017,38.08,32.75,344.65,2,150.0,DNS resolution failures for internal service discovery,Network,Low,Restarted internal DNS resolver and cleared stale cache entries.
INC00761,2026-07-20 17:23:35.929092,26.11,32.0,214.79,2,37.14,Application throwing null reference exceptions on user login,Application,Low,Deployed hotfix correcting a null check in the login validation code.
INC00288,2026-07-20 20:35:15.879606,47.83,40.51,600.0,2,49.7,Payment API database connection timeout,Database,High,Increased connection pool size and added retry logic with exponential backoff.
INC00937,2026-07-20 23:01:30.941404,32.69,32.24,352.97,0,150.0,Packet loss detected between application server and load balancer,Network,Medium,Replaced a faulty network interface card on the affected host.
INC00976,2026-07-21 03:05:50.944205,73.38,75.62,2316.11,14,376.78,Scheduled report generation job failing silently,Application,High,Added proper error logging and fixed a timezone conversion bug.
INC01000,2026-07-21 03:40:35.946322,34.51,45.11,467.9,2,150.0,Packet loss detected between application server and load balancer,Network,Low,Replaced a faulty network interface card on the affected host.
INC00601,2026-07-21 06:03:42.913834,20.92,34.4,371.05,4,86.13,API endpoint returning 500 errors for bulk upload requests,API,Low,Fixed a null pointer bug in the bulk upload validation logic.
INC00360,2026-07-21 09:18:52.890021,27.48,34.81,194.28,2,150.0,Firewall blocking legitimate traffic to API gateway,Network,Low,Corrected an overly restrictive firewall rule introduced in last deployment.
INC00534,2026-07-21 11:15:50.907484,41.33,66.48,163.72,2,47.51,Server load average unusually high during off-peak hours,Server,Medium,Found a misconfigured cron job running every minute instead of hourly.
INC00506,2026-07-21 12:24:24.904841,85.36,87.94,2403.43,33,166.91,Users reporting slow page load times on the dashboard,Application,Critical,Optimized a slow database query powering the dashboard widgets.
INC00611,2026-07-21 14:32:00.915062,26.28,35.91,379.8,1,109.7,REST API response time degraded after latest deployment,API,High,Rolled back the deployment that introduced an inefficient serialization step.
INC00411,2026-07-21 16:27:49.894714,48.25,39.33,253.93,1,28.08,Scheduled report generation job failing silently,Application,Low,Added proper error logging and fixed a timezone conversion bug.
INC00865,2026-07-21 23:55:08.936915,39.8,41.93,485.42,1,59.75,REST API response time degraded after latest deployment,API,Medium,Rolled back the deployment that introduced an inefficient serialization step.
INC00501,2026-07-22 00:52:50.904372,60.71,67.68,226.81,0,13.3,Application server crashed with out of memory error,Server,High,Increased server memory allocation and tuned garbage collection settings.
INC00252,2026-07-22 02:43:07.873347,32.9,59.73,579.33,1,33.88,Database CPU usage spiked to 98 percent during nightly job,Database,Medium,Rescheduled the nightly job and added an index to speed up the slow query.
INC00342,2026-07-22 03:56:06.888386,81.07,88.21,3549.94,18,152.55,Database connection timeout while executing query on orders table,Database,Medium,Restarted the database connection pool and increased max connection timeout.
INC00175,2026-07-22 04:00:01.861149,38.23,35.02,303.45,1,74.34,Search API timing out for large result sets,API,Low,Added pagination and result caching to reduce query load.
INC00108,2026-07-22 05:01:36.855175,40.47,39.4,273.08,3,43.46,Application throwing null reference exceptions on user login,Application,Low,Deployed hotfix correcting a null check in the login validation code.
INC00386,2026-07-22 08:35:55.892357,74.14,67.29,1957.0,26,475.83,Application throwing null reference exceptions on user login,Application,Critical,Deployed hotfix correcting a null check in the login validation code.
INC00469,2026-07-22 14:28:33.901166,46.99,52.21,334.44,1,11.93,Application session handling causing users to be logged out randomly,Application,High,Fixed a session token expiry bug introduced in the last release.
INC00616,2026-07-22 14:55:14.915610,58.18,50.75,438.71,2,70.03,Third-party payment API returning inconsistent responses,API,Medium,Added circuit breaker and fallback logic for the third-party integration.
INC00253,2026-07-22 16:45:59.873526,40.58,38.76,287.71,0,150.0,Packet loss detected between application server and load balancer,Network,Low,Replaced a faulty network interface card on the affected host.
INC00339,2026-07-22 18:01:12.887886,60.87,53.25,310.99,0,37.53,"Web server unresponsive, health checks failing",Server,Medium,Restarted the web server process and increased worker thread count.
INC00871,2026-07-23 02:22:22.937267,14.64,38.47,232.56,0,150.0,DNS resolution failures for internal service discovery,Network,Critical,Restarted internal DNS resolver and cleared stale cache entries.
INC00968,2026-07-23 02:48:47.943491,35.93,33.32,196.89,3,150.0,High network latency between data center regions,Network,Low,Rerouted traffic through backup link while ISP resolved a fiber cut.
INC00630,2026-07-23 04:28:47.917862,59.7,50.92,200.15,1,17.07,Server CPU usage sustained above 95 percent for 20 minutes,Server,Low,Identified a runaway background process and restarted the service.
INC00834,2026-07-23 06:03:08.935047,62.94,55.03,232.75,2,20.76,Server load average unusually high during off-peak hours,Server,Medium,Found a misconfigured cron job running every minute instead of hourly.
INC00883,2026-07-23 06:17:14.938279,28.32,37.39,175.91,0,150.0,DNS resolution failures for internal service discovery,Network,Medium,Restarted internal DNS resolver and cleared stale cache entries.
INC00043,2026-07-23 08:05:28.847585,40.71,49.36,316.78,2,150.0,VPN tunnel dropped intermittently for remote office,Network,Low,Updated VPN gateway firmware and adjusted MTU settings.
INC00503,2026-07-23 09:48:18.904550,49.82,48.47,588.42,1,32.49,Database CPU usage spiked to 98 percent during nightly job,Database,Medium,Rescheduled the nightly job and added an index to speed up the slow query.
INC00665,2026-07-23 11:46:32.923140,46.96,33.96,441.57,2,57.08,Checkout service unable to connect to database,Database,Low,Identified exhausted connection pool; scaled DB connections and restarted service.
INC00424,2026-07-23 14:15:24.895729,34.87,45.71,230.4,0,51.18,"Background job queue backed up, jobs not processing",Application,Medium,Restarted the worker service and scaled up the number of workers.
INC00142,2026-07-23 19:43:08.858246,61.06,45.2,372.84,0,68.93,"Server memory usage steadily increasing, suspected memory leak",Server,Medium,Deployed patched build fixing a memory leak in the caching layer.
INC00770,2026-07-23 22:19:19.929607,92.63,95.64,1768.53,15,106.68,Disk space on application server reached critical threshold,Server,Critical,Cleared old log files and expanded the disk volume.
INC00640,2026-07-23 23:01:53.918738,26.2,50.13,418.18,1,43.75,Database CPU usage spiked to 98 percent during nightly job,Database,Medium,Rescheduled the nightly job and added an index to speed up the slow query.
INC00140,2026-07-23 23:17:21.858068,41.9,46.26,462.42,3,31.3,Deadlock detected on inventory table during batch update,Database,Medium,Rewrote the batch update to process smaller chunks to avoid lock contention.
INC00077,2026-07-24 00:51:41.852306,31.6,37.01,251.33,1,59.82,Authentication API rate limit exceeded during peak traffic,API,Medium,Raised rate limit thresholds and enabled request queueing.
INC00362,2026-07-24 05:26:33.890198,39.16,60.67,285.61,0,52.9,Server load average unusually high during off-peak hours,Server,Low,Found a misconfigured cron job running every minute instead of hourly.
INC00546,2026-07-24 07:07:28.908605,45.04,53.11,600.0,1,25.29,Checkout service unable to connect to database,Database,Medium,Identified exhausted connection pool; scaled DB connections and restarted service.
INC00544,2026-07-24 17:39:30.908415,34.0,64.26,311.97,0,37.47,Server load average unusually high during off-peak hours,Server,Low,Found a misconfigured cron job running every minute instead of hourly.
INC00399,2026-07-24 17:42:40.893665,48.0,55.54,383.22,2,62.03,Application throwing null reference exceptions on user login,Application,Low,Deployed hotfix correcting a null check in the login validation code.
INC00671,2026-07-24 19:02:37.923578,39.81,39.59,579.98,2,23.12,High replication lag on read-replica database,Database,Low,Throttled write traffic temporarily and resized the replica instance.
INC00913,2026-07-24 19:15:18.940020,24.3,55.19,187.26,1,150.0,Packet loss detected between application server and load balancer,Network,High,Replaced a faulty network interface card on the affected host.
INC00513,2026-07-24 20:23:11.905481,24.86,38.86,185.22,1,150.0,Network latency spike affecting checkout service,Network,Low,Identified congested switch port and load balanced traffic across two links.
INC00784,2026-07-24 20:41:11.930393,39.08,47.13,338.38,3,53.81,Users reporting slow page load times on the dashboard,Application,Low,Optimized a slow database query powering the dashboard widgets.
INC00335,2026-07-25 00:38:08.887239,42.61,39.33,522.58,0,67.31,Database CPU usage spiked to 98 percent during nightly job,Database,Medium,Rescheduled the nightly job and added an index to speed up the slow query.
INC00676,2026-07-25 04:01:15.923953,34.76,40.2,482.48,2,20.43,Checkout service unable to connect to database,Database,Low,Identified exhausted connection pool; scaled DB connections and restarted service.
INC00591,2026-07-25 10:44:38.912886,52.06,50.77,432.67,4,56.02,API endpoint returning 500 errors for bulk upload requests,API,Medium,Fixed a null pointer bug in the bulk upload validation logic.
INC00348,2026-07-25 14:13:48.888946,68.57,76.12,1766.1,27,481.06,REST API response time degraded after latest deployment,API,Critical,Rolled back the deployment that introduced an inefficient serialization step.
INC00293,2026-07-25 15:31:10.880164,43.62,30.76,535.37,0,23.39,Deadlock detected on inventory table during batch update,Database,Medium,Rewrote the batch update to process smaller chunks to avoid lock contention.
INC00152,2026-07-25 18:10:49.859126,78.0,62.93,262.94,0,49.01,Disk space on application server reached critical threshold,Server,Low,Cleared old log files and expanded the disk volume.
INC00320,2026-07-25 19:18:55.883829,29.9,49.19,544.02,2,60.44,REST API response time degraded after latest deployment,API,Low,Rolled back the deployment that introduced an inefficient serialization step.
INC00463,2026-07-25 19:41:57.899279,51.79,75.95,266.1,2,48.32,"Web server unresponsive, health checks failing",Server,High,Restarted the web server process and increased worker thread count.
INC00099,2026-07-25 20:24:49.854371,39.92,62.8,305.42,0,85.46,"Background job queue backed up, jobs not processing",Application,Low,Restarted the worker service and scaled up the number of workers.
INC00224,2026-07-25 20:52:51.865793,85.92,100.0,2571.19,20,355.07,Payment API database connection timeout,Database,High,Increased connection pool size and added retry logic with exponential backoff.
INC00092,2026-07-25 21:29:25.853724,32.07,46.93,227.53,1,31.04,Users reporting slow page load times on the dashboard,Application,Medium,Optimized a slow database query powering the dashboard widgets.
INC00832,2026-07-25 23:48:16.934928,42.83,48.27,516.58,1,36.68,Payment API database connection timeout,Database,Low,Increased connection pool size and added retry logic with exponential backoff.
INC00696,2026-07-25 23:51:48.925226,27.15,57.78,152.6,3,82.73,Users reporting slow page load times on the dashboard,Application,Medium,Optimized a slow database query powering the dashboard widgets.
INC00136,2026-07-26 00:13:27.857701,47.22,46.89,372.66,2,60.43,Server CPU usage sustained above 95 percent for 20 minutes,Server,Medium,Identified a runaway background process and restarted the service.
INC00249,2026-07-26 01:45:06.872649,79.97,82.07,2309.16,11,185.07,Payment API database connection timeout,Database,Medium,Increased connection pool size and added retry logic with exponential backoff.
INC00508,2026-07-26 06:42:08.905021,83.64,94.83,2459.23,8,255.49,"Server memory usage steadily increasing, suspected memory leak",Server,Medium,Deployed patched build fixing a memory leak in the caching layer.
INC00151,2026-07-26 08:29:26.859039,35.77,29.48,481.69,3,16.01,Payment API database connection timeout,Database,Low,Increased connection pool size and added retry logic with exponential backoff.
INC00490,2026-07-26 10:45:46.903396,47.63,45.94,533.59,0,21.19,Database connection timeout while executing query on orders table,Database,Low,Restarted the database connection pool and increased max connection timeout.
INC00044,2026-07-26 10:51:26.847662,47.59,35.27,383.42,1,76.64,API endpoint returning 500 errors for bulk upload requests,API,Medium,Fixed a null pointer bug in the bulk upload validation logic.
INC00939,2026-07-26 14:11:01.941516,39.17,50.43,366.59,2,51.18,"Background job queue backed up, jobs not processing",Application,Medium,Restarted the worker service and scaled up the number of workers.
INC00980,2026-07-26 19:23:10.944555,44.9,26.11,471.6,2,47.08,Database CPU usage spiked to 98 percent during nightly job,Database,Low,Rescheduled the nightly job and added an index to speed up the slow query.
INC00126,2026-07-26 19:27:56.856812,34.89,38.1,291.19,2,76.88,Scheduled report generation job failing silently,Application,Medium,Added proper error logging and fixed a timezone conversion bug.
INC00072,2026-07-26 20:32:14.851174,44.97,57.81,229.79,1,18.46,Disk space on application server reached critical threshold,Server,Low,Cleared old log files and expanded the disk volume.
INC00422,2026-07-26 23:08:10.895574,71.43,48.99,294.69,1,47.06,"Web server unresponsive, health checks failing",Server,Critical,Restarted the web server process and increased worker thread count.
INC00323,2026-07-27 03:01:41.884445,32.08,22.37,311.82,1,150.0,Packet loss detected between application server and load balancer,Network,Low,Replaced a faulty network interface card on the affected host.
INC00190,2026-07-27 03:48:11.862470,34.3,27.74,501.57,1,39.87,Database CPU usage spiked to 98 percent during nightly job,Database,Medium,Rescheduled the nightly job and added an index to speed up the slow query.
